team,res,pts,fgm,fga,fg%,3pm,3pa,3p%,ftm,fta,ft%,oreb,dreb,reb,ast,stl,blk,tov,pf
UTA,W,106,36,86,41.9,17,47,36.2,17,20,85,11,40,51,24,6,10,12,18
BOS,W,116,42,90,46.7,15,35,42.9,17,24,70.8,9,37,46,30,5,4,9,19
TOR,L,103,42,88,47.7,10,39,25.6,9,13,69.2,6,36,42,16,7,4,13,19
BKN,W,127,46,91,50.5,15,36,41.7,20,24,83.3,11,46,57,31,8,4,18,22
MIN,L,97,30,87,34.5,13,49,26.5,24,33,72.7,11,33,44,16,13,12,14,20
IND,L,115,44,96,45.8,9,40,22.5,18,22,81.8,9,33,42,14,9,5,12,17
CHA,L,93,36,83,43.4,9,35,25.7,12,18,66.7,12,33,45,22,5,3,16,18
POR,L,115,43,90,47.8,17,43,39.5,12,17,70.6,8,38,46,31,6,5,14,22
MIA,L,86,31,82,37.8,9,44,20.5,15,19,78.9,8,28,36,24,13,2,16,20
LAC,W,126,48,89,53.9,13,28,46.4,17,19,89.5,6,42,48,34,10,5,14,20
ATL,W,108,40,84,47.6,13,30,43.3,15,22,68.2,8,31,39,21,7,2,13,16
LAL,W,101,34,82,41.5,16,44,36.4,17,18,94.4,8,30,38,24,9,2,11,18
SAC,L,110,39,90,43.3,10,35,28.6,22,37,59.5,8,26,34,21,14,3,10,26
NOP,W,117,42,77,54.5,6,19,31.6,27,39,69.2,9,42,51,24,8,5,21,23
PHI,W,113,39,80,48.8,12,31,38.7,23,33,69.7,6,34,40,24,9,4,9,20
PHX,W,126,45,94,47.9,25,45,55.6,11,18,61.1,12,30,42,33,14,3,13,18
WAS,W,125,47,90,52.2,9,19,47.4,22,28,78.6,8,36,44,29,7,4,7,27
HOU,L,120,44,87,50.6,17,42,40.5,15,19,78.9,12,39,51,32,9,3,21,15
CHI,L,90,36,86,41.9,5,31,16.1,13,17,76.5,8,32,40,23,8,3,17,16
DAL,L,95,35,83,42.2,9,36,25,16,20,80,11,35,46,16,7,3,15,24
MEM,W,101,40,85,47.1,9,28,32.1,12,14,85.7,10,41,51,27,7,7,20,20
LAL,L,96,35,80,43.8,12,36,33.3,14,18,77.8,4,29,33,22,5,7,24,21
GSW,W,116,39,81,48.1,18,44,40.9,20,22,90.9,4,32,36,23,11,3,16,22
NYK,W,111,42,89,47.2,5,27,18.5,22,27,81.5,15,32,47,18,14,9,15,20
DEN,L,107,39,83,47,8,26,30.8,21,25,84,10,31,41,23,11,2,19,24
UTA,L,121,41,85,48.2,15,36,41.7,24,31,77.4,9,34,43,21,2,3,14,23
ORL,L,97,36,80,45,5,20,25,20,32,62.5,11,33,44,15,6,2,15,17
SAS,W,120,48,93,51.6,10,25,40,14,18,77.8,12,35,47,30,6,5,9,26
BOS,W,105,39,87,44.8,7,33,21.2,20,23,87,10,42,52,20,4,7,9,18
ORL,L,87,32,86,37.2,8,36,22.2,15,19,78.9,7,30,37,19,8,6,14,13
POR,L,98,37,77,48.1,11,35,31.4,13,19,68.4,8,33,41,21,5,5,17,16
CLE,L,109,41,85,48.2,13,40,32.5,14,17,82.4,9,27,36,29,7,5,17,23
DEN,L,87,32,88,36.4,8,34,23.5,15,18,83.3,13,33,46,23,5,4,9,20
IND,W,132,52,99,52.5,13,37,35.1,15,17,88.2,15,38,53,35,5,10,12,16
TOR,L,96,33,79,41.8,11,34,32.4,19,23,82.6,5,35,40,19,8,7,15,23
MIA,W,107,41,83,49.4,12,29,41.4,13,20,65,6,24,30,21,12,4,7,18
MIL,W,124,46,94,48.9,19,40,47.5,13,15,86.7,12,44,56,28,8,7,11,15
NOP,W,116,44,86,51.2,7,24,29.2,21,26,80.8,14,36,50,30,9,3,16,16
SAS,W,119,45,83,54.2,8,21,38.1,21,27,77.8,10,31,41,20,10,7,14,20
MIN,W,121,40,81,49.4,16,36,44.4,25,25,100,3,33,36,27,7,6,14,14
DET,L,124,46,87,52.9,15,32,46.9,17,19,89.5,12,19,31,33,12,4,12,24
LAC,W,131,50,80,62.5,15,27,55.6,16,21,76.2,7,30,37,35,4,5,16,18
ATL,W,105,38,84,45.2,17,39,43.6,12,16,75,7,34,41,27,7,1,11,11
MEM,L,125,53,115,46.1,6,20,30,13,19,68.4,24,26,50,27,11,6,6,12
CHA,L,101,37,80,46.3,15,43,34.9,12,14,85.7,6,32,38,28,5,5,12,14
DAL,L,117,45,94,47.9,13,42,31,14,15,93.3,11,26,37,25,5,3,12,21
CHI,L,117,47,92,51.1,15,38,39.5,8,13,61.5,8,30,38,30,10,8,13,19
NYK,W,102,35,88,39.8,9,35,25.7,23,27,85.2,11,35,46,19,9,4,13,19
SAC,L,112,42,88,47.7,14,42,33.3,14,22,63.6,4,34,38,23,8,4,10,23
TOR,W,135,53,86,61.6,17,32,53.1,12,14,85.7,5,34,39,29,12,11,17,18
HOU,L,109,41,88,46.6,13,37,35.1,14,20,70,13,32,45,25,8,3,18,17
PHX,W,134,55,107,51.4,17,43,39.5,7,7,100,5,40,45,36,8,3,3,18
CLE,L,115,39,86,45.3,15,35,42.9,22,26,84.6,7,25,32,27,11,5,17,13
POR,W,118,43,90,47.8,13,29,44.8,19,24,79.2,14,35,49,18,5,8,15,20
UTA,W,128,40,88,45.5,18,50,36,30,35,85.7,11,41,52,22,8,5,10,17
BKN,L,101,35,80,43.8,5,27,18.5,26,30,86.7,9,33,42,19,6,10,19,20
OKC,L,93,38,76,50,8,20,40,9,19,47.4,6,39,45,21,3,4,22,21
LAL,W,126,47,93,50.5,19,34,55.9,13,20,65,12,35,47,30,12,4,14,24
PHI,W,117,44,94,46.8,12,38,31.6,17,25,68,13,34,47,24,11,10,9,17
WAS,L,106,39,84,46.4,9,25,36,19,28,67.9,7,42,49,27,2,1,16,12
DET,L,103,37,83,44.6,9,26,34.6,20,28,71.4,9,29,38,25,9,6,11,23
GSW,W,125,49,91,53.8,14,35,40,13,16,81.3,9,36,45,31,13,5,16,19
MIN,L,136,47,96,49,15,42,35.7,27,30,90,9,28,37,30,14,0,14,26
ORL,L,106,38,90,42.2,6,24,25,24,31,77.4,12,38,50,23,3,8,15,22
SAS,L,119,43,93,46.2,9,27,33.3,24,28,85.7,11,27,38,33,10,2,9,21
PHI,L,94,33,79,41.8,11,31,35.5,17,24,70.8,4,43,47,20,8,5,19,23
CHI,L,108,41,86,47.7,13,33,39.4,13,14,92.9,8,30,38,25,6,1,13,17
NOP,W,101,39,90,43.3,4,22,18.2,19,30,63.3,10,46,56,22,11,7,12,17
GSW,L,107,41,88,46.6,11,36,30.6,14,21,66.7,8,33,41,27,15,3,13,20
MIL,L,119,44,98,44.9,14,38,36.8,17,23,73.9,13,35,48,23,10,3,17,14
MEM,L,129,47,94,50,14,30,46.7,21,34,61.8,10,33,43,33,7,6,14,27
LAC,W,126,48,88,54.5,19,37,51.4,11,13,84.6,4,34,38,31,10,4,9,24
IND,W,111,38,92,41.3,11,33,33.3,24,28,85.7,11,38,49,26,8,10,14,24
ATL,W,120,47,84,56,7,27,25.9,19,23,82.6,6,35,41,25,7,4,9,14
WAS,W,110,43,89,48.3,5,19,26.3,19,24,79.2,11,36,47,30,6,1,18,16
CHA,W,127,44,91,48.4,19,50,38,20,22,90.9,13,36,49,35,4,10,18,19
NYK,W,133,45,96,46.9,14,32,43.8,29,33,87.9,11,37,48,24,7,7,12,25
DEN,W,121,43,79,54.4,14,27,51.9,21,23,91.3,9,37,46,32,5,4,18,22
HOU,L,109,39,83,47,12,37,32.4,19,27,70.4,12,29,41,28,3,6,14,15
BOS,W,145,47,87,54,19,42,45.2,32,34,94.1,9,36,45,32,9,5,20,25
SAC,L,101,38,86,44.2,7,30,23.3,18,26,69.2,6,32,38,20,9,4,12,21
POR,L,103,38,96,39.6,13,48,27.1,14,18,77.8,9,32,41,18,3,5,6,21
TOR,L,113,42,97,43.3,11,34,32.4,18,22,81.8,15,26,41,19,10,4,10,20
CLE,W,129,48,94,51.1,13,37,35.1,20,24,83.3,9,35,44,35,8,3,7,12
CHI,W,122,47,87,54,12,30,40,16,18,88.9,12,37,49,35,5,3,16,16
MIA,W,110,34,71,47.9,10,25,40,32,40,80,9,29,38,22,12,8,20,25
DAL,W,116,43,97,44.3,17,45,37.8,13,18,72.2,15,41,56,23,6,8,11,15
DET,W,113,44,84,52.4,8,23,34.8,17,20,85,7,36,43,24,7,4,16,24
PHX,L,103,36,71,50.7,6,24,25,25,30,83.3,9,27,36,20,6,6,14,18
LAL,L,104,35,79,44.3,12,35,34.3,22,25,88,10,30,40,26,9,3,22,24
OKC,L,102,40,89,44.9,13,32,40.6,9,13,69.2,11,33,44,28,5,5,15,20
LAC,W,113,42,84,50,18,37,48.6,11,12,91.7,9,26,35,26,5,1,10,22
MIL,L,101,38,100,38,12,33,36.4,13,16,81.3,14,38,52,16,8,1,9,20
UTA,W,122,43,95,45.3,12,42,28.6,24,27,88.9,14,44,58,21,4,3,7,15
BOS,W,101,36,86,41.9,15,40,37.5,14,20,70,16,37,53,22,6,7,17,14
DEN,W,106,40,91,44,8,26,30.8,18,24,75,12,41,53,26,10,6,17,18
ORL,L,116,44,93,47.3,12,31,38.7,16,23,69.6,11,28,39,22,11,3,11,16
MEM,W,131,48,89,53.9,17,40,42.5,18,21,85.7,11,43,54,30,5,5,14,17
ATL,L,113,45,101,44.6,10,28,35.7,13,15,86.7,11,31,42,26,5,3,7,19
MIN,L,137,48,91,52.7,10,28,35.7,31,40,77.5,13,29,42,30,7,2,12,17
BKN,W,139,51,92,55.4,19,41,46.3,18,22,81.8,10,35,45,37,10,8,17,31
WAS,W,131,49,85,57.6,19,36,52.8,14,16,87.5,5,32,37,35,7,3,13,18
NYK,L,99,35,84,41.7,16,33,48.5,13,16,81.3,5,34,39,22,7,4,14,21
NOP,L,111,38,89,42.7,6,27,22.2,29,39,74.4,17,23,40,23,9,2,14,14
IND,W,141,55,93,59.1,14,28,50,17,19,89.5,7,28,35,32,6,7,13,28
SAS,L,96,38,91,41.8,6,24,25,14,21,66.7,11,31,42,23,11,4,14,19
HOU,W,102,38,88,43.2,17,44,38.6,9,16,56.3,10,39,49,21,7,5,10,18
PHX,W,117,45,101,44.6,11,34,32.4,16,20,80,16,45,61,20,7,5,14,21
UTA,L,113,46,103,44.7,11,44,25,10,15,66.7,7,38,45,14,6,4,13,23
DAL,L,93,33,87,37.9,10,39,25.6,17,22,77.3,11,35,46,16,4,5,9,15
CHA,W,113,43,97,44.3,15,44,34.1,12,13,92.3,11,31,42,27,12,5,11,16
OKC,L,102,37,85,43.5,16,41,39,12,17,70.6,11,35,46,29,4,5,22,11
CHI,W,113,44,94,46.8,14,33,42.4,11,14,78.6,14,43,57,28,9,5,20,12
TOR,L,101,36,91,39.6,5,33,15.2,24,30,80,15,27,42,17,13,3,12,19
NOP,L,107,37,91,40.7,12,38,31.6,21,28,75,16,33,49,24,7,7,14,15
DET,L,119,44,81,54.3,15,35,42.9,16,20,80,7,23,30,27,4,2,13,12
BOS,L,96,33,70,47.1,14,34,41.2,16,18,88.9,3,29,32,19,5,6,20,22
MEM,W,124,46,84,54.8,17,41,41.5,15,20,75,9,33,42,30,11,2,13,13
IND,L,97,38,88,43.2,9,30,30,12,16,75,6,27,33,20,15,12,14,17
DEN,W,134,56,94,59.6,14,31,45.2,8,9,88.9,13,31,44,36,7,5,10,20
LAL,W,110,39,79,49.4,18,40,45,14,22,63.6,11,38,49,29,8,7,21,24
MIL,L,121,44,86,51.2,14,32,43.8,19,22,86.4,6,34,40,25,7,2,14,13
MIA,L,112,44,82,53.7,13,33,39.4,11,18,61.1,7,28,35,34,9,4,12,16
PHI,W,106,34,73,46.6,9,24,37.5,29,39,74.4,9,29,38,16,11,4,13,20
LAC,W,133,46,89,51.7,16,41,39,25,30,83.3,8,40,48,24,5,5,7,24
POR,L,116,37,92,40.2,11,36,30.6,31,37,83.8,14,34,48,18,4,5,7,22
ATL,W,123,44,88,50,20,31,64.5,15,22,68.2,10,32,42,24,7,6,11,23
GSW,W,122,46,96,47.9,15,40,37.5,15,17,88.2,12,30,42,28,6,5,11,18
DET,W,132,49,95,51.6,13,28,46.4,21,24,87.5,13,37,50,32,10,7,14,20
OKC,L,108,41,97,42.3,5,27,18.5,21,25,84,13,29,42,17,10,6,15,20
DAL,W,111,41,91,45.1,23,49,46.9,6,8,75,10,34,44,22,2,2,9,18
SAC,L,106,39,88,44.3,9,36,25,19,24,79.2,10,32,42,27,9,8,14,19
HOU,L,130,43,79,54.4,17,33,51.5,27,33,81.8,5,33,38,28,6,3,18,25
BKN,W,114,42,92,45.7,10,32,31.3,20,26,76.9,11,34,45,27,6,6,10,14
CLE,W,125,45,86,52.3,12,34,35.3,23,27,85.2,7,40,47,29,5,4,6,24
WAS,L,101,37,94,39.4,12,35,34.3,15,18,83.3,15,39,54,21,7,5,16,18
UTA,L,103,37,88,42,12,44,27.3,17,22,77.3,14,34,48,20,3,4,8,18
TOR,W,103,44,94,46.8,7,33,21.2,8,11,72.7,6,39,45,22,11,9,13,20
PHX,W,133,44,86,51.2,18,37,48.6,27,31,87.1,6,31,37,29,11,3,11,22
SAS,L,101,35,83,42.2,5,26,19.2,26,32,81.3,8,30,38,22,4,3,10,22
MIN,W,116,38,91,41.8,12,32,37.5,28,33,84.8,15,36,51,22,10,4,14,16
NYK,L,112,40,86,46.5,14,29,48.3,18,22,81.8,5,36,41,24,7,4,12,25
MEM,W,116,44,89,49.4,16,38,42.1,12,15,80,10,39,49,30,6,10,12,23
GSW,L,111,43,92,46.7,10,40,25,15,21,71.4,9,36,45,25,12,6,16,26
HOU,L,115,41,89,46.1,16,40,40,17,24,70.8,9,39,48,25,3,3,17,24
NOP,W,122,42,91,46.2,16,37,43.2,22,35,62.9,16,39,55,26,12,9,15,27
CHI,W,115,43,78,55.1,8,22,36.4,21,30,70,6,34,40,29,4,3,9,11
BOS,W,116,43,94,45.7,21,54,38.9,9,11,81.8,14,30,44,29,11,5,6,20
ORL,L,109,42,89,47.2,13,35,37.1,12,17,70.6,10,26,36,27,11,4,11,26
BKN,L,107,45,93,48.4,11,28,39.3,6,7,85.7,4,31,35,28,3,3,5,17
LAL,L,86,32,80,40,7,23,30.4,15,20,75,7,29,36,16,9,7,18,11
PHI,L,100,37,89,41.6,8,34,23.5,18,28,64.3,16,34,50,23,4,6,10,19
CHA,L,86,32,80,40,10,31,32.3,12,20,60,9,33,42,23,3,5,17,15
DEN,W,119,43,88,48.9,9,29,31,24,31,77.4,19,35,54,27,6,5,14,14
ATL,W,117,35,81,43.2,12,32,37.5,35,45,77.8,10,39,49,19,10,3,15,19
LAC,W,104,41,86,47.7,14,28,50,8,9,88.9,13,37,50,23,10,4,19,25
SAC,L,128,49,99,49.5,17,39,43.6,13,13,100,12,28,40,31,7,4,12,17
UTA,W,137,51,92,55.4,26,55,47.3,9,12,75,7,43,50,34,10,6,11,25
CLE,L,101,35,74,47.3,10,31,32.3,21,25,84,5,30,35,25,7,4,15,15
DET,L,81,29,82,35.4,9,28,32.1,14,20,70,12,31,43,20,4,4,14,20
DAL,W,109,40,90,44.4,10,30,33.3,19,24,79.2,14,36,50,17,7,4,7,22
MIL,W,129,50,93,53.8,11,31,35.5,18,20,90,12,35,47,31,10,3,13,15
MIA,W,115,44,82,53.7,15,38,39.5,12,16,75,4,33,37,35,6,3,11,20
OKC,L,85,30,85,35.3,8,34,23.5,17,24,70.8,12,34,46,17,4,6,22,21
SAS,L,133,48,99,48.5,10,29,34.5,27,32,84.4,18,28,46,22,6,6,17,21
POR,W,133,51,104,49,20,46,43.5,11,14,78.6,15,41,56,25,13,3,9,18
MIN,L,113,35,78,44.9,12,36,33.3,31,36,86.1,6,30,36,17,7,5,9,24
WAS,L,87,35,86,40.7,5,25,20,12,15,80,9,35,44,12,4,3,14,21
ORL,L,91,32,87,36.8,2,23,8.7,25,31,80.6,9,30,39,11,5,4,10,14
IND,W,139,52,94,55.3,12,29,41.4,23,26,88.5,11,33,44,27,10,6,13,22
NYK,W,125,43,79,54.4,19,39,48.7,20,27,74.1,7,37,44,31,12,11,7,18
PHI,W,122,41,81,50.6,12,28,42.9,28,37,75.7,8,34,42,26,7,7,12,24
CHI,L,106,43,89,48.3,7,28,25,13,17,76.5,7,34,41,26,5,3,6,19
TOR,W,130,47,88,53.4,15,35,42.9,21,25,84,10,43,53,26,14,8,12,17
SAC,L,94,36,85,42.4,10,35,28.6,12,16,75,6,32,38,24,8,5,14,16
MIN,L,108,38,85,44.7,12,33,36.4,20,23,87,5,34,39,21,6,6,11,20
BOS,W,118,46,88,52.3,17,41,41.5,9,12,75,11,39,50,35,9,7,13,22
UTA,W,113,37,79,46.8,13,36,36.1,26,27,96.3,6,37,43,16,6,5,10,18
NYK,L,86,32,89,36,12,38,31.6,10,10,100,9,34,43,18,7,3,11,17
MEM,W,120,42,95,44.2,19,39,48.7,17,25,68,14,39,53,26,8,4,10,20
HOU,L,102,37,86,43,12,36,33.3,16,26,61.5,10,30,40,26,6,1,12,11
MIL,W,127,49,90,54.4,12,39,30.8,17,19,89.5,4,46,50,25,7,5,15,18
OKC,L,103,35,89,39.3,15,38,39.5,18,23,78.3,11,27,38,19,6,3,16,17
GSW,L,77,26,79,32.9,11,34,32.4,14,18,77.8,7,31,38,19,5,4,21,18
CHA,W,114,43,95,45.3,8,31,25.8,20,29,69,11,33,44,27,16,3,10,16
IND,L,97,38,82,46.3,10,33,30.3,11,19,57.9,9,39,48,29,7,6,20,21
LAL,W,115,43,91,47.3,17,33,51.5,12,20,60,13,42,55,26,10,2,17,19
PHX,W,140,54,90,60,15,33,45.5,17,21,81,6,35,41,36,12,8,10,20
DAL,W,99,41,88,46.6,12,37,32.4,5,10,50,4,43,47,19,6,2,10,12
ATL,W,126,49,87,56.3,13,29,44.8,15,21,71.4,6,36,42,25,10,9,15,23
NOP,L,103,38,88,43.2,8,29,27.6,19,23,82.6,5,29,34,22,7,6,15,18
POR,L,109,36,99,36.4,21,54,38.9,16,22,72.7,13,32,45,19,11,3,13,18
GSW,L,109,36,82,43.9,15,37,40.5,22,25,88,12,34,46,23,7,3,20,26
BKN,W,111,44,91,48.4,20,45,44.4,3,4,75,13,43,56,34,8,5,15,18
CLE,L,94,34,80,42.5,10,35,28.6,16,21,76.2,4,36,40,26,5,3,18,24
NOP,L,110,41,93,44.1,12,29,41.4,16,19,84.2,12,43,55,26,7,7,24,23
DET,W,120,45,94,47.9,12,29,41.4,18,22,81.8,10,38,48,31,8,5,13,18
ORL,W,115,45,106,42.5,5,25,20,20,23,87,12,36,48,20,17,5,10,20
DEN,W,101,39,81,48.1,13,25,52,10,14,71.4,7,31,38,28,6,5,13,16
PHI,W,114,40,93,43,15,37,40.5,19,25,76,12,43,55,27,11,8,9,19
MIA,W,116,39,82,47.6,13,39,33.3,25,30,83.3,5,32,37,30,10,6,11,22
LAC,L,94,35,85,41.2,10,34,29.4,14,16,87.5,13,32,45,17,6,5,10,19
SAS,L,129,49,110,44.5,13,40,32.5,18,24,75,11,35,46,25,8,6,6,22
CHA,L,89,30,86,34.9,13,38,34.2,16,19,84.2,11,32,43,22,11,5,11,9
ATL,W,134,50,100,50,13,24,54.2,21,26,80.8,10,47,57,28,3,9,12,22
WAS,L,91,40,85,47.1,5,19,26.3,6,19,31.6,4,36,40,25,6,6,14,21
OKC,W,113,39,86,45.3,14,33,42.4,21,28,75,19,45,64,19,2,6,18,16
UTA,W,111,38,89,42.7,16,49,32.7,19,25,76,11,35,46,20,10,5,14,21
PHX,W,121,46,81,56.8,11,25,44,18,24,75,4,28,32,29,6,7,9,21
POR,W,124,42,82,51.2,16,30,53.3,24,26,92.3,6,37,43,27,11,7,13,20
BOS,L,108,39,94,41.5,11,47,23.4,19,23,82.6,8,28,36,20,11,2,9,19
MIA,W,92,32,78,41,10,32,31.3,18,28,64.3,8,34,42,22,5,4,11,14
TOR,L,103,35,90,38.9,16,46,34.8,17,20,85,7,28,35,21,13,7,7,25
SAC,L,106,39,92,42.4,11,35,31.4,17,19,89.5,11,32,43,22,7,5,12,20
IND,L,87,34,85,40,11,37,29.7,8,12,66.7,11,37,48,23,7,4,13,23
HOU,L,108,39,78,50,13,40,32.5,17,24,70.8,6,25,31,22,5,8,13,21
MEM,L,107,42,90,46.7,5,18,27.8,18,23,78.3,11,35,46,23,10,4,11,20
SAS,W,120,43,92,46.7,10,26,38.5,24,34,70.6,14,40,54,24,9,2,10,17
MIL,W,112,42,79,53.2,14,26,53.8,14,18,77.8,7,35,42,23,13,8,21,17
DET,L,101,40,86,46.5,9,27,33.3,12,17,70.6,5,31,36,29,7,7,16,26
DAL,W,113,38,77,49.4,19,39,48.7,18,25,72,4,39,43,20,6,4,16,18
MIN,W,102,36,87,41.4,14,40,35,16,19,84.2,9,31,40,25,9,8,12,14
CHI,L,116,43,99,43.4,11,33,33.3,19,21,90.5,18,32,50,27,6,4,9,20
LAL,L,97,35,87,40.2,10,36,27.8,17,22,77.3,11,29,40,22,9,5,22,22
BKN,W,120,44,90,48.9,13,36,36.1,19,19,100,12,33,45,25,6,3,11,21
NYK,L,101,39,82,47.6,11,23,47.8,12,17,70.6,7,34,41,20,7,6,16,18
DEN,W,104,39,81,48.1,12,31,38.7,14,17,82.4,9,42,51,26,9,6,20,16
LAC,L,96,37,89,41.6,12,37,32.4,10,10,100,12,36,48,25,3,4,14,21
PHX,W,117,45,88,51.1,12,32,37.5,15,18,83.3,11,38,49,27,6,1,13,14
ATL,L,110,41,85,48.2,13,32,40.6,15,21,71.4,6,30,36,30,9,1,7,17
CHA,W,114,42,90,46.7,14,34,41.2,16,19,84.2,9,41,50,24,6,6,14,17
ORL,W,103,38,92,41.3,5,17,29.4,22,25,88,15,35,50,23,10,6,8,13
PHI,L,95,35,82,42.7,11,35,31.4,14,15,93.3,5,29,34,18,14,6,11,18
WAS,L,104,41,100,41,10,37,27,12,15,80,15,36,51,22,5,1,13,19
OKC,L,106,38,81,46.9,9,26,34.6,21,33,63.6,10,37,47,17,8,4,16,14
DET,W,118,38,75,50.7,15,30,50,27,34,79.4,9,34,43,26,6,6,18,24
WAS,W,132,55,99,55.6,10,19,52.6,12,18,66.7,12,43,55,30,5,8,18,24
SAS,L,115,47,93,50.5,10,27,37,11,14,78.6,12,29,41,24,5,4,11,18
DAL,W,127,51,96,53.1,16,44,36.4,9,13,69.2,8,35,43,30,11,3,8,21
MIA,W,98,37,86,43,10,34,29.4,14,17,82.4,12,35,47,22,7,5,12,18
CHI,L,102,44,84,52.4,6,24,25,8,11,72.7,8,31,39,33,8,5,19,18
BOS,L,109,40,93,43,14,43,32.6,15,19,78.9,12,34,46,21,5,9,14,25
GSW,W,116,46,92,50,16,38,42.1,8,9,88.9,10,29,39,28,9,8,14,14
UTA,W,114,38,82,46.3,19,41,46.3,19,23,82.6,9,46,55,29,6,5,12,14
IND,L,124,44,93,47.3,12,30,40,24,33,72.7,7,30,37,32,11,6,14,18
LAC,W,129,51,95,53.7,19,34,55.9,8,10,80,13,33,46,25,5,2,12,15
SAC,W,132,47,84,56,18,36,50,20,25,80,4,33,37,29,9,6,6,15
NYK,L,88,33,80,41.3,10,36,27.8,12,20,60,6,35,41,15,4,6,13,19
MEM,W,120,46,85,54.1,11,31,35.5,17,24,70.8,7,40,47,31,8,4,16,18
MIL,L,105,38,81,46.9,11,30,36.7,18,21,85.7,5,27,32,18,8,4,12,14
MIN,L,107,40,103,38.8,14,44,31.8,13,17,76.5,17,34,51,23,10,10,15,25
BKN,W,112,40,85,47.1,10,30,33.3,22,25,88,7,43,50,31,10,7,14,18
TOR,L,104,35,86,40.7,11,36,30.6,23,28,82.1,11,28,39,21,5,6,13,25
CLE,L,75,29,83,34.9,7,34,20.6,10,16,62.5,6,34,40,17,5,5,10,18
HOU,L,110,40,94,42.6,11,42,26.2,19,22,86.4,10,32,42,28,9,5,12,18
NOP,W,115,41,82,50,16,31,51.6,17,30,56.7,8,39,47,30,8,2,14,21
ATL,L,102,36,76,47.4,12,34,35.3,18,21,85.7,2,29,31,18,7,3,11,16
ORL,L,93,34,88,38.6,11,33,33.3,14,17,82.4,10,41,51,19,5,4,10,18
PHX,W,101,34,96,35.4,8,40,20,25,29,86.2,21,29,50,17,15,2,14,17
TOR,L,117,39,87,44.8,14,42,33.3,25,33,75.8,12,33,45,17,3,6,12,20
LAL,W,96,34,82,41.5,11,40,27.5,17,23,73.9,8,44,52,25,9,5,12,17
DEN,W,126,50,92,54.3,15,36,41.7,11,16,68.8,15,34,49,32,7,3,10,15
CHA,L,97,34,85,40,13,43,30.2,16,23,69.6,16,36,52,16,8,3,20,23
POR,W,122,46,97,47.4,10,34,29.4,20,24,83.3,13,34,47,24,7,11,8,25
MEM,L,110,39,97,40.2,9,33,27.3,23,30,76.7,16,31,47,24,16,2,14,14
UTA,W,126,46,92,50,19,45,42.2,15,20,75,13,39,52,22,8,8,21,22
NOP,W,112,42,81,51.9,9,26,34.6,19,29,65.5,8,34,42,20,2,5,6,18
DAL,L,103,37,83,44.6,10,31,32.3,19,24,79.2,10,28,38,19,2,4,7,20
SAS,W,120,46,85,54.1,10,25,40,18,28,64.3,4,37,41,29,9,7,10,15
LAC,W,122,45,85,52.9,11,26,42.3,21,27,77.8,9,29,38,26,9,3,12,25
PHI,L,112,39,77,50.6,10,26,38.5,24,33,72.7,8,30,38,17,5,2,16,27
CHI,L,104,41,95,43.2,8,34,23.5,14,18,77.8,11,37,48,28,6,3,14,25
WAS,W,106,44,91,48.4,9,21,42.9,9,9,100,7,41,48,24,7,5,18,22
CLE,L,98,37,84,44,9,26,34.6,15,23,65.2,7,29,36,20,11,2,7,13
NYK,W,102,40,93,43,16,44,36.4,6,8,75,12,32,44,28,9,11,14,19
SAC,W,100,41,80,51.3,7,30,23.3,11,14,78.6,7,37,44,16,4,9,18,20
BOS,W,111,44,96,45.8,12,38,31.6,11,14,78.6,10,42,52,22,10,4,12,19
MIL,L,96,36,87,41.4,14,36,38.9,10,16,62.5,15,33,48,21,11,7,16,11
DET,L,92,33,85,38.8,10,29,34.5,16,19,84.2,7,36,43,19,9,5,19,18
OKC,L,94,34,83,41,11,38,28.9,15,24,62.5,10,40,50,16,7,4,16,12
MIN,L,107,36,85,42.4,13,40,32.5,22,28,78.6,10,30,40,26,8,6,11,15
HOU,W,129,50,92,54.3,18,39,46.2,11,13,84.6,10,31,41,29,7,7,12,24
MIA,L,105,40,87,46,15,43,34.9,10,20,50,9,30,39,28,9,3,10,17
BOS,W,122,43,88,48.9,22,47,46.8,14,16,87.5,8,36,44,27,10,8,14,16
DAL,L,94,39,95,41.1,8,35,22.9,8,14,57.1,15,36,51,17,4,4,15,18
TOR,L,100,37,90,41.1,12,45,26.7,14,16,87.5,7,31,38,20,5,4,10,17
MIL,L,114,44,99,44.4,19,47,40.4,7,11,63.6,16,33,49,24,7,3,16,16
MEM,L,114,44,97,45.4,12,30,40,14,18,77.8,12,36,48,27,3,2,6,14
MIN,W,107,39,103,37.9,10,38,26.3,19,24,79.2,14,36,50,30,12,3,9,13
CHA,W,110,39,79,49.4,18,43,41.9,14,19,73.7,6,36,42,30,6,7,16,16
IND,W,109,38,87,43.7,20,47,42.6,13,18,72.2,13,36,49,26,9,10,10,17
NOP,L,108,39,78,50,12,29,41.4,18,20,90,6,31,37,30,7,7,12,11
GSW,L,108,39,79,49.4,12,28,42.9,18,26,69.2,5,28,33,29,7,4,12,22
ORL,L,105,42,95,44.2,12,27,44.4,9,17,52.9,11,29,40,29,7,5,12,18
POR,W,112,40,85,47.1,18,40,45,14,21,66.7,10,36,46,21,7,9,16,18
UTA,W,117,45,98,45.9,12,33,36.4,15,18,83.3,14,37,51,25,5,4,7,15
CLE,L,86,31,80,38.8,5,26,19.2,19,28,67.9,10,27,37,24,11,4,21,19
